ID,Text,Date,User Name,Screen Name,Profile Picture,Positivity,Technicality,Relevancy
1215754973167767600,@WhiteShaq3 @MapleLeafs @SanJoseSharks @FloridaPanthers @BMO @RBC @MitchMarner93 @YotesFoundation @WayneGretzky @NYRangers @NHL @clagaryflames @EdmontonOilers looks for main client weed dragon David.,Fri Jan 10 21:59:07 +0000 2020,JoDragon,JoDragon9,http://pbs.twimg.com/profile_images/1215857114456788992/1sD_zCzw_normal.jpg,0,0,0
1215754746037858300,"@WhiteShaq3 @MapleLeafs @SanJoseSharks @FloridaPanthers @BMO @RBC @MitchMarner93 @YotesFoundation @WayneGretzky @NYRangers @NHL goes wowo so, you certified agent me no think soDragon burns @NHL with @clagaryflames from sulfer vinegars",Fri Jan 10 21:58:13 +0000 2020,JoDragon,JoDragon9,http://pbs.twimg.com/profile_images/1215857114456788992/1sD_zCzw_normal.jpg,0,0,0
1215754258663915500,"@WhiteShaq3 @MapleLeafs @SanJoseSharks @FloridaPanthers @BMO @RBC @MitchMarner93 @YotesFoundation @WayneGretzky Me look for golden gooses a while, they don't exist @NYRangers just tavereggs and distant dissatisfied cousin marner who I always renram cuz he no rental.",Fri Jan 10 21:56:17 +0000 2020,JoDragon,JoDragon9,http://pbs.twimg.com/profile_images/1215857114456788992/1sD_zCzw_normal.jpg,0,0,0
1215754048835596300,@Paul8rown @WilliamsRacing @RBC They have another rich Canadian,Fri Jan 10 21:55:27 +0000 2020,dfre,Fred92906242,http://pbs.twimg.com/profile_images/1193307112891408390/6bsf67EA_normal.jpg,0,0,1
1215753856472105000,"@WhiteShaq3 @MapleLeafs @SanJoseSharks @FloridaPanthers @BMO @RBC @MitchMarner93 Nogardoj tells @YotesFoundation and @WayneGretzky he a brand new Joey in dragon, burns chicken eggs, big family celebration with bacon and tavareggs, tavereggs full of yolk again",Fri Jan 10 21:54:41 +0000 2020,JoDragon,JoDragon9,http://pbs.twimg.com/profile_images/1215857114456788992/1sD_zCzw_normal.jpg,0,0,0
1215753213384646700,"@WhiteShaq3 @MapleLeafs @SanJoseSharks @FloridaPanthers @BMO thinks for a second. Then stop for a second. Than think for another second, then stop. Me wait for them to think again, never happens, Nogardoj says ok, hello @RBC would you like to hire @MitchMarner93 he tired of hockey and think s he might be good lion teller.",Fri Jan 10 21:52:08 +0000 2020,JoDragon,JoDragon9,http://pbs.twimg.com/profile_images/1215857114456788992/1sD_zCzw_normal.jpg,0,0,0
1215745384959631400,With assists from Canadian course architects @IanAndrewGolf &amp; @jeff_mingay and from @RBC EVP&amp; CMO @marydepaoli on the passing of iconic course designer Pete Dye.https://t.co/LxyXRANf7w https://t.co/whqiTEYj1k,Fri Jan 10 21:21:01 +0000 2020,Rick Young,YoungerGolf,http://pbs.twimg.com/profile_images/1198118569755762688/Jr_FZ2tq_normal.jpg,0,0,0
1215739550762504200,#FlashbackFriday To the time I had a drink 🥃 with the Vice-President of Processing Systems @RBC Jim Grant in the lounge at Toronto airport. This memorable event came about at the end of a work day. First thing in the morning of that day myself along with Glen who had been /1,Fri Jan 10 20:57:50 +0000 2020,Larry MacDonald,WC_Larry,http://pbs.twimg.com/profile_images/1212045071522107394/PVX8rcz0_normal.jpg,1,0,1
1215738230089429000,Looking for tickets to see @Bryan_Baeumler at @WPGHomeShows today and tomorrow? #PTiO sponsor @RBC has you covered! �🛠� #CdnTV https://t.co/bjU5zhlR7N,Fri Jan 10 20:52:36 +0000 2020,The CMPA,The_CMPA,http://pbs.twimg.com/profile_images/720357018192601088/XpMdhwBJ_normal.jpg,0,0,0
1215734618244243500,"The most powerful #banks in 2019⬇�In 🇺🇸: @Citi, @BankofAmerica, and @jpmorgan.  In 🇨🇦:  @RBC, @BMO, and @Scotiabank.👉 https://t.co/l3NujyomBc https://t.co/1cNUCJC22S",Fri Jan 10 20:38:14 +0000 2020,CEO Magazine NorthAm,CEO__NA,http://pbs.twimg.com/profile_images/1200533269105856514/UfEst7YP_normal.jpg,0,0,0
1215732555707756500,Are you wondering how you can boost your home value through home improvement? @RBC is hosting a panel on the @HGTVCanada Lifestyle Stage presented by @KAT_RenoWPG and @WinnipegNews in 30 minutes! #WRS20 https://t.co/0bYzdrZmJR,Fri Jan 10 20:30:03 +0000 2020,Winnipeg Home Shows,WPGHomeShows,http://pbs.twimg.com/profile_images/1115655164386586624/wCAFijnR_normal.png,0,0,0
1215731280580616200,I have a Tuesday morning appointment with @RBC I worked hard to pay off my two credit cards last year. I hope we can plan out something to tackle the rest of my debt.,Fri Jan 10 20:24:59 +0000 2020,Louis Perzia,mr_eleganza,http://pbs.twimg.com/profile_images/1213571786421481472/ZBS1d469_normal.jpg,1,0,1
1215729187539103700,"@MdNtTkr @ScottTerrioHMA @TD_Canada @RBC ...I never said they don't have sales targets....Also, when did Fairstone loan them money?  I assume they are maxed out at TD.You are correct.  The cash flow math doesn't work.",Fri Jan 10 20:16:40 +0000 2020,Doug Hoyes,doughoyes,http://pbs.twimg.com/profile_images/908735093711052800/BEewtX6I_normal.jpg,0,0,1
1215727048242663400,@colonelparker8 @sorhay_posada @ringerzinger1 @BlackburnSarnia @mjarlette @MsAmyMacPherson @FINRA @RBC @TDAmeritrade @TDAmeritradePR @KKR_Co @PwC @PwC_Canada @BioAmber ...lol...sad but true,Fri Jan 10 20:08:10 +0000 2020,HammerDown,FlooritHammer,http://pbs.twimg.com/profile_images/945090015658471425/FWHXy1HA_normal.jpg,0,0,0
1215726688887242800,"@failb8 @RBC @RBC even had the audacity to claim that they ""didn't have the reserve to reimburse"" the fraudulent debt....such liars!!!!!",Fri Jan 10 20:06:44 +0000 2020,Dana Jean Roeger,dana_jean_,http://pbs.twimg.com/profile_images/1215508645192126465/8BTq3WhT_normal.jpg,0,0,1
1215726321214656500,"As we approach our Gala, QMS would like to say THANK YOU to our Gold Sponsor, RBC Royal Bank of Canada. With their commitment to helping clients thrive and communities prosper, @RBC has proven time and again to be a committed friend to QMS.#QMSGala2020 #WeAreRoyal https://t.co/Ol6L1zU3Ii",Fri Jan 10 20:05:16 +0000 2020,Queen Margaret's-QMS,QMSDuncan,http://pbs.twimg.com/profile_images/1037764023196901376/DZhbKsR-_normal.jpg,0,0,0
1215726264734101500,@sorhay_posada @ringerzinger1 @BlackburnSarnia @mjarlette @MsAmyMacPherson @FINRA @RBC @TDAmeritrade @TDAmeritradePR @KKR_Co @PwC @PwC_Canada @BioAmber https://t.co/cavtokBdWn,Fri Jan 10 20:05:03 +0000 2020,John J Lucas,jjlsws,http://pbs.twimg.com/profile_images/993302237517664258/R83meOt8_normal.jpg,0,0,0
1215726143766007800,"@RBC made 12.9 billion in 2019. RBC has the worst support team. I couldn't even get reimbursed for a double charge that put me $10 in overdraft about a year ago. Was on hold with ""fraud"" for over an hour.This is why I don't bank with them anymore and never will in the future. https://t.co/ObLDq2b0j9",Fri Jan 10 20:04:34 +0000 2020,Jake,failb8,http://pbs.twimg.com/profile_images/1064646992029081600/AmoLNVoS_normal.jpg,0,0,1
1215726086358614000,@FlooritHammer @sorhay_posada @ringerzinger1 @BlackburnSarnia @mjarlette @MsAmyMacPherson @FINRA @RBC @TDAmeritrade @TDAmeritradePR @KKR_Co @PwC @PwC_Canada @BioAmber Lol good one!,Fri Jan 10 20:04:20 +0000 2020,colonel parker,colonelparker8,http://pbs.twimg.com/profile_images/1038050640839172097/CrVkT7-h_normal.jpg,0,0,0
1215725669189148700,@MdNtTkr @doughoyes @ScottTerrioHMA @TD_Canada @RBC Still has some room to play with toggling between credit cards for a few more months before settling on a proposal.,Fri Jan 10 20:02:41 +0000 2020,Vince Gaetano,MonsterVinceG,http://pbs.twimg.com/profile_images/558675383306813442/ADL4stCL_normal.jpeg,1,0,1
1215723784814170000,@BriefTake @TFCA @RBC @rickmercer @cameron_tiff Thank you so very much ��✊�🤓,Fri Jan 10 19:55:12 +0000 2020,Victor Stiff,VictorJStiff,http://pbs.twimg.com/profile_images/631915520594452482/F3XtDM6x_normal.jpg,0,0,0
1215723029310967800,@annebrodie @TFCA @RBC @rickmercer @cameron_tiff Thanks Anne! We shall party twice as hard at the next one!🎉🎊,Fri Jan 10 19:52:11 +0000 2020,Victor Stiff,VictorJStiff,http://pbs.twimg.com/profile_images/631915520594452482/F3XtDM6x_normal.jpg,0,0,0
1215722554364760000,@jrkinnard @TFCA @RBC @rickmercer @cameron_tiff Thank you J.R.!,Fri Jan 10 19:50:18 +0000 2020,Victor Stiff,VictorJStiff,http://pbs.twimg.com/profile_images/631915520594452482/F3XtDM6x_normal.jpg,0,0,0
1215721243367870500,Tap into @RBC's 200 dedicated Franchise Specialists across Canada to access in-depth industry knowledge and support to help you turn your business dream into reality. https://t.co/KBkIvrB7dG Visit the RBC booth at the Franchise Expo Jan 11-12th in Toronto. https://t.co/DxBrESSaxh,Fri Jan 10 19:45:06 +0000 2020,CDN Franchise Expo,FranchiseExpoCA,http://pbs.twimg.com/profile_images/631459550743277569/uoGBBwx-_normal.jpg,0,0,0
1215717379541471200,@RBC hi when i call your support services to get help i expect at least bare minimum human decency instead of being treated like a fraud for my own bank account and then being hung up on,Fri Jan 10 19:29:44 +0000 2020,✦✫Ty✫✧,_TylerMcIntyre,http://pbs.twimg.com/profile_images/1087497232872398848/9LO3ED4V_normal.jpg,0,0,1
1215715965578514400,@sorhay_posada @ringerzinger1 @BlackburnSarnia @mjarlette @MsAmyMacPherson @FINRA @RBC @TDAmeritrade @TDAmeritradePR @KKR_Co @PwC @PwC_Canada @BioAmber This has gone on far to long without any type of explanation.  Time to reveal our destiny!,Fri Jan 10 19:24:07 +0000 2020,colonel parker,colonelparker8,http://pbs.twimg.com/profile_images/1038050640839172097/CrVkT7-h_normal.jpg,0,0,0
1215713487453855700,@sorhay_posada @ringerzinger1 @BlackburnSarnia @mjarlette @MsAmyMacPherson @FINRA @RBC @TDAmeritrade @TDAmeritradePR @KKR_Co @PwC @PwC_Canada @BioAmber Amen to that.,Fri Jan 10 19:14:16 +0000 2020,Doctorsfriend,Mikestarted,http://pbs.twimg.com/profile_images/1909045913/iPhoto_normal.jpg,0,0,0
1215712148854386700,@WalmartCanada @AGI_Canada @HondaCanada @The_Cooperators @Manulife @economicalCA @AirCanada @RBC @CoopFCL @McDonaldsCanada We are so grateful for this ongoing support from our Disaster Response Alliance partners.,Fri Jan 10 19:08:57 +0000 2020,Canadian Red Cross,redcrosscanada,http://pbs.twimg.com/profile_images/778941874258206720/VXaKM2Gg_normal.jpg,0,0,0
1215711951743045600,"@WalmartCanada @AGI_Canada @HondaCanada @The_Cooperators @Manulife @economicalCA @AirCanada @RBC @CoopFCL @McDonaldsCanada Support from the Disaster Response Alliance partners means we have pre-positioned supplies, trained volunteers, and enhanced response systems ready when we are needed. https://t.co/0awQix9t9a",Fri Jan 10 19:08:10 +0000 2020,Canadian Red Cross,redcrosscanada,http://pbs.twimg.com/profile_images/778941874258206720/VXaKM2Gg_normal.jpg,0,0,0
1215709985860202500,"BE KIND TO YOUR MIND. Together with @acac_sport and @rbc we will be making some noise to promote mental health! Come out and make some noise with us on Friday, January 31st to help break the stigma around mental health. #MakeSomeNoise #MentalHealth #golightninggo #basketball https://t.co/to5mp7APFJ",Fri Jan 10 19:00:22 +0000 2020,St. Mary's University Lightning Athletics,stmuathletics,http://pbs.twimg.com/profile_images/800148644632530944/6xhe-tBw_normal.jpg,0,0,0
1215708292300718000,"@NotTheseDroids @Brendone5 @Money777Too @TD_Canada @fidelitycanada @TD_DirectInvest @RBC Should also mention they were very transparent from the get go, offered to investigate n kept me in the loop the entire time. Got an email with account update, checked my RBC app and there my shares were sitting ready to trade. Of all the big banks, definitely recommend RBC DI�",Fri Jan 10 18:53:38 +0000 2020,Danish,danish_music,http://pbs.twimg.com/profile_images/1018201130688364544/_kdmEqLi_normal.jpg,1,0,1
1215707543126700000,"Bring back assumable mortgages, so those facing the loss of a home may try to sell it! @BMO @cibc @RBC @ServusCU",Fri Jan 10 18:50:39 +0000 2020,The Roquefort Files,edmontongue1,http://pbs.twimg.com/profile_images/1209538031494950912/JWJIjuvj_normal.jpg,0,0,1
1215707542279479300,"Also, @jkenney could sell off the ATB. Competing with the private sector is idiotic. @BMO @cibc @RBC @ServusCU",Fri Jan 10 18:50:39 +0000 2020,The Roquefort Files,edmontongue1,http://pbs.twimg.com/profile_images/1209538031494950912/JWJIjuvj_normal.jpg,0,0,1
1215707285046956000,@NotTheseDroids @Brendone5 @Money777Too @TD_Canada @fidelitycanada @TD_DirectInvest It's been sloppy from the get go but kudos to @RBC Direct Investing for having shares in accounts no more than a day after the smaller merchants. Might I recommend RBC DI to you @Brendone5,Fri Jan 10 18:49:38 +0000 2020,Danish,danish_music,http://pbs.twimg.com/profile_images/1018201130688364544/_kdmEqLi_normal.jpg,1,0,1
1215707088468332500,@sorhay_posada @ringerzinger1 @BlackburnSarnia @mjarlette @MsAmyMacPherson @FINRA @RBC @TDAmeritrade @TDAmeritradePR @KKR_Co @PwC @PwC_Canada @BioAmber Exactly.  We are the shareholders,Fri Jan 10 18:48:51 +0000 2020,MooMoo,1MoneyPenny007,http://pbs.twimg.com/profile_images/916636716642922496/47zG80fg_normal.jpg,0,0,1
1215704873968242700,Canada continues to face a critical shortage of skilled tradespeople. With demand rising and retirements accelerating.. demand continues to be strong @skillsontario @RBC #skilledtrades #womenintrades https://t.co/9UimBQ16K5,Fri Jan 10 18:40:03 +0000 2020,ApprenticeSearch.com,HIEC_appsearch,http://pbs.twimg.com/profile_images/1069640024109527042/cs9rOGVA_normal.jpg,0,0,0
1215704720574046200,@sorhay_posada @ringerzinger1 @BlackburnSarnia @mjarlette @MsAmyMacPherson @FINRA @RBC @TDAmeritrade @TDAmeritradePR @KKR_Co @PwC @PwC_Canada @BioAmber Agree!,Fri Jan 10 18:39:26 +0000 2020,Oddie,thoseamazingdog,http://pbs.twimg.com/profile_images/3039803974/27379880acb7e14a53bcce98c0495629_normal.jpeg,0,0,0
1215704156238962700,@sorhay_posada @ringerzinger1 @BlackburnSarnia @mjarlette @MsAmyMacPherson @FINRA @RBC @TDAmeritrade @TDAmeritradePR @KKR_Co @PwC @PwC_Canada @BioAmber Yes we are.,Fri Jan 10 18:37:12 +0000 2020,floridafisherman,Alapataws1,http://pbs.twimg.com/profile_images/1175018535887802368/5ytU8BPi_normal.jpg,0,0,0
1215703601340911600,"@ringerzinger1 @BlackburnSarnia @mjarlette @MsAmyMacPherson @FINRA @RBC @TDAmeritrade @TDAmeritradePR @KKR_Co @PwC @PwC_Canada @BioAmber We know this was not some blatantly fraudulent deal. The share purchase is coming, no doubt about it IMO. However we are tired of being held hostage and are rightfully owed some sort of communication now $bioaq",Fri Jan 10 18:34:59 +0000 2020,Steve S,sorhay_posada,http://pbs.twimg.com/profile_images/1053011401214545920/Vmvup_WH_normal.jpg,0,0,1
1215703093100392400,@c7carl @WilliamsRacing @RBC @LavazzaUK @BogartsShows https://t.co/462r6wVZ9B,Fri Jan 10 18:32:58 +0000 2020,Lengyel Huru,lengyelhuru,http://pbs.twimg.com/profile_images/1772727682/150px-Roundel_of_Poland.svg_normal.png,0,0,0
1215698146661228500,"“I love the Connector Program. It allows me to meet fantastic people while at the same time helping them grow their professional network with “first� connections.� – Krista Martin. To become a Connector, visit: https://t.co/XMbFQo9Ack  #WeAreAllConnectors  @RBC #RBCFutureLaunch",Fri Jan 10 18:13:19 +0000 2020,SΛshΛ SeΛrs,SashaDSears,http://pbs.twimg.com/profile_images/1005088343334445056/9hDK8kjE_normal.jpg,0,0,0
1215697712135327700,"@BMO @RBC @TD_Canada @scotiabank @atbandre @FirstCalgary do better. take action. enough learning, time to show you care about indigenous peoples via action.if it wouldn't happen to white people doing the same, its racial profiling.",Fri Jan 10 18:11:35 +0000 2020,Laurie McG in YYC,itslauriemcg,http://pbs.twimg.com/profile_images/1215702395214159873/1PY_EPVO_normal.jpg,0,0,1
1215697319112388600,@WilliamsdbF1 @WilliamsRacing @RBC @LavazzaUK @BogartsShows https://t.co/8AxWsMwr7C,Fri Jan 10 18:10:02 +0000 2020,� Carl Lawrence �,c7carl,http://pbs.twimg.com/profile_images/803352756497055745/OTvZbC_J_normal.jpg,0,0,0
1215696011634643000,@hailey_salvian Having known Jim Little from his days with @RBC and the initiatives he envisioned for the golf division this is a good hire for the brand and business of the @Senators.,Fri Jan 10 18:04:50 +0000 2020,Rick Young,YoungerGolf,http://pbs.twimg.com/profile_images/1198118569755762688/Jr_FZ2tq_normal.jpg,0,0,0
1215695692393599000,@MdNtTkr @doughoyes @TD_Canada @RBC Banks are businesses. And businesses sell stuff. Then they play the odds.,Fri Jan 10 18:03:34 +0000 2020,Scott Terrio,ScottTerrioHMA,http://pbs.twimg.com/profile_images/1185350099418910720/XVR4VKR1_normal.jpg,0,0,1
1215695252725485600,@sorhay_posada @ringerzinger1 @BlackburnSarnia @mjarlette @MsAmyMacPherson @FINRA @RBC @TDAmeritrade @TDAmeritradePR @KKR_Co @PwC @PwC_Canada @BioAmber Enough is enough,Fri Jan 10 18:01:49 +0000 2020,AltStar,Aesunltd6,http://pbs.twimg.com/profile_images/1140349632796430338/7lKdJwQr_normal.jpg,0,0,1
1215695061293379600,"Would you like to become a part of @RBC's Career Launch program? They are currently hiring a Career Launch program associate! For more details, visit https://t.co/kIl43oYwSZ",Fri Jan 10 18:01:03 +0000 2020,Enactus Canada,Enactus_Canada,http://pbs.twimg.com/profile_images/636237115454418944/ldwR4Gag_normal.png,0,0,0
1215690785984798700,Hahahaha I knew it! Welcome to Williams @RBC https://t.co/z4tmVDEVk0,Fri Jan 10 17:44:04 +0000 2020,Peter,ffsGiovinco,http://pbs.twimg.com/profile_images/1214134412130033665/Em-05PBr_normal.jpg,0,0,0
1215689284520435700,What is up with these banks?  What a BS excuse not to cover the losses related to bank card theft. Shame oN @RBC to penalize a student when you have Video evidence of the criminal using her card. You are disgusting,Fri Jan 10 17:38:06 +0000 2020,sam,dianemclean15,http://pbs.twimg.com/profile_images/793539046018605061/diepF5yo_normal.jpg,0,0,1
1215685427081797600,"Great to see a 🇨🇦 company like @RBC step up and support young Canadian athletes like Nicholas! #F1 Matt McGlynn, Vice President, Brand Marketing, RBC: “Unlocking the potential of youth and young athletes is a priority at RBC, and this partnership will allow us to continue to..� https://t.co/6Ow1d5JpcI",Fri Jan 10 17:22:46 +0000 2020,Tim Hauraney,timhauraney,http://pbs.twimg.com/profile_images/985654387031904257/QsvkIy2K_normal.jpg,0,0,0
1215683537770250200,@RBC is looking to hire you #MacEwanU students. Get to know how can #YourBestStartsNow Cick this link https://t.co/TCEexhNnAw to know about the opportunities they have for you.#FridayFeeling #FridayMotivation #Yeg https://t.co/fX6pCUpK1z,Fri Jan 10 17:15:16 +0000 2020,MacEwan CDEL,MacEwanCDEL,http://pbs.twimg.com/profile_images/960959404647489536/TfOyPBgY_normal.jpg,0,0,0
1215680732493963300,@doughoyes @ScottTerrioHMA What's wrong with this picture? Combined income UNDER 95k. Don't tell me @TD_Canada @RBC don't have 'sales' targets. But but but what about the shareholders and our billion dollar profits 👀 Guess where this file is headed? https://t.co/Kcsus1pDHJ,Fri Jan 10 17:04:07 +0000 2020,jkr,MdNtTkr,http://pbs.twimg.com/profile_images/1179113172269244416/iO4eVQUT_normal.jpg,0,0,1
1215678526537568300,@RBC you guys are effed - https://t.co/jYteVZC9MX,Fri Jan 10 16:55:21 +0000 2020,mcsavage_69_420,mcsavage69420,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,0,1
1215670231982473200,@RBC We believe there is further upside for North American #basemetals equities and we remain positive on copper as the global economy recovers with limited supply growth before 2021. #Copper,Fri Jan 10 16:22:24 +0000 2020,Dr. Copper,CopperBullish,http://pbs.twimg.com/profile_images/836710108256055296/cvi4sZPf_normal.jpg,0,0,0
1215669169313800200,@cory_f1 @c7carl @WilliamsRacing @RBC @LavazzaUK @BogartsShows Glad to be of service!,Fri Jan 10 16:18:10 +0000 2020,Williams Database,WilliamsdbF1,http://pbs.twimg.com/profile_images/897847199735959552/3kcuV9CJ_normal.jpg,0,0,0
1215669007367405600,@WilliamsdbF1 @c7carl @WilliamsRacing @RBC @LavazzaUK @BogartsShows That made me laugh 😂,Fri Jan 10 16:17:32 +0000 2020,Cory 🚴��,cory_f1,http://pbs.twimg.com/profile_images/1196158267766034432/YGWE5Ax3_normal.jpg,0,0,0
1215667681262784500,.@RBC this is bad and you should feel bad https://t.co/kxaPUa2BHO,Fri Jan 10 16:12:15 +0000 2020,aqueerius,skankherpio,http://pbs.twimg.com/profile_images/1061461259868991489/4N0IkrFy_normal.jpg,0,0,1
1215667025579671600,@xRebelCanada @RBC @tdcanadatrust @cibc @scotiabank @BMO The Little Green Revolution https://t.co/loPID3qLo1,Fri Jan 10 16:09:39 +0000 2020,Geometry of Energy,EthanIndigo,http://pbs.twimg.com/profile_images/1191925592632909825/6oK1S7W2_normal.jpg,0,0,1
1215666894302302200,@WilliamsSupport @WilliamsRacing @RBC This is still one of Latifi's sponsor.,Fri Jan 10 16:09:08 +0000 2020,MrHaribo,MrMrharibo,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,0,1
1215666807392080000,"$46B in bonuses to bank executives?!Particularly egregious when the Cdn banking system (@RBC, @tdcanadatrust, @cibc, @scotiabank &amp; @BMO) is - by far - the banking world's largest source of funds for dirty energy projects: almost $350 billion in the last 3 yrs. #axisofevil https://t.co/wGYP3TL0dm",Fri Jan 10 16:08:47 +0000 2020,Extinction Rebellion Canada,xRebelCanada,http://pbs.twimg.com/profile_images/1140782076838502400/ERhOjxKq_normal.png,0,0,1
1215664306810867700,$bioaq @BlackburnSarnia @mjarlette @MsAmyMacPherson @FINRA @RBC @TDAmeritrade @TDAmeritradePR @KKR_Co https://t.co/IDFeLZCjQL,Fri Jan 10 15:58:51 +0000 2020,ringerzinger,ringerzinger1,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,0,0
